OSEBuildingID,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,TotalGHGEmissions_log
145.0,Nonresidential COS,Other,200 University Street,DOWNTOWN,47.60804,-122.3367,1998,1.0,6.0,284100.0,0.0,284100.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,Parking,11745.0,73.0,845964.4437500031,2873101.25,5273.430176,429.12,6.064064239522326
49701.7,Nonresidential COS,Office,4420 S Genesee,SOUTHEAST,47.5644,-122.28841249999999,1960,1.0,1.0,21038.2,0.0,20804.25,Office,Office,15398.0,Parking,11745.0,93.0,0.0,81341.39844,1102.72998,7.79,2.1736147116970854
22955.0,NonResidential,Senior Care Community,11301 3rd Ave NE,North,47.707374,-122.32674,1998,1.0,5.0,43661.0,0.0,43661.0,"Parking, Senior Care Community",Senior Care Community,43661.0,Parking,583.3999999999996,14.0,0.0,803544.875,11947.25977,82.57,4.425684604013345
248.0,Nonresidential COS,Warehouse,3613 4th Ave S,GREATER DUWAMISH,47.57199,-122.32811,1965,1.0,2.0,58640.0,0.0,58640.0,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,73.0,0.0,1151434.625,0.0,27.39,3.34603697048488
584.0,NonResidential,Warehouse,428 S. Cloverdale,GREATER DUWAMISH,47.537451,-122.32913,1980,1.0,1.0,50417.0,0.0,50417.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,Parking,11745.0,14.0,0.0,250591.0938,9923.839844,58.67,4.088829381533991
20645.0,SPS-District K-12,K-12 School,1242 18th Ave. E.,EAST,47.6315,-122.30761,2001,1.0,3.0,62078.0,0.0,62078.0,K-12 School,K-12 School,62078.0,Parking,11745.0,97.0,0.0,337560.1875,8032.580078,50.69,3.945264339207948
651.0,NonResidential,Medical Office,530 Fairview Avenue North,LAKE UNION,47.62395,-122.33392,2008,1.0,5.0,129093.0,39902.0,89191.0,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,14.0,0.0,3458477.0,65448.83886650005,477.85,6.171387395967629
20419.0,NonResidential,K-12 School,4100 SW Genesee St,SOUTHWEST,47.56504,-122.3783225,1965,1.0,3.0,49744.0,0.0,49744.0,K-12 School,K-12 School,49744.0,Parking,11745.0,97.0,0.0,140196.2031,16184.86035,89.29,4.503026712319388
22166.0,NonResidential,Retail Store,800 S Michigan ST.,GREATER DUWAMISH,47.54912,-122.32184,1958,1.0,2.0,56193.0,0.0,56193.0,Retail Store,Retail Store,56193.0,Parking,11745.0,73.0,0.0,544827.1875,6389.919922,46.9,3.8691155044168695
23400.0,NonResidential,Small- and Mid-Sized Office,2414 SW Andover St,DELRIDGE,47.56877,-122.36369,1988,1.0,2.0,66484.0,0.0,66484.0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,69.0,0.0,892890.625,0.0,21.24,3.1018924693823817
613.0,NonResidential,Small- and Mid-Sized Office,216 1st Ave. S.,DOWNTOWN,47.60035,-122.33379,1906,1.0,4.0,84750.0,0.0,84750.0,"Enclosed Mall, Office",Office,41609.0,Enclosed Mall,28734.0,73.0,0.0,541278.3125,2478.827148,26.04,3.2973172511747633
20503.0,NonResidential,Medical Office,2101 E. Yesler Way,CENTRAL,47.60132,-122.30477,1990,1.0,2.0,39000.0,0.0,39000.0,Medical Office,Medical Office,39000.0,Parking,11745.0,25.0,0.0,666815.5,3400.72998,33.92,3.5530597309714014
289.0,SPS-District K-12,K-12 School,2424 7th Ave W.,MAGNOLIA / QUEEN ANNE,47.64052,-122.3656,2003,1.0,3.0,75214.0,0.0,75214.0,K-12 School,K-12 School,75214.0,Parking,11745.0,88.0,0.0,508113.9063,6005.752441,43.98,3.8062179465311696
552.0,NonResidential,Distribution Center,3800 1st Avenue South,GREATER DUWAMISH,47.5701,-122.33342,1968,1.0,1.0,161678.0,0.0,161678.0,Distribution Center,Distribution Center,162425.0,Parking,11745.0,25.0,0.0,1855803.75,30252.27148,204.81,5.326953413084369
787.0,NonResidential,Warehouse,26 South Hanford Street,GREATER DUWAMISH,47.57613,-122.33864,1952,1.0,2.0,115668.0,0.0,115668.0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,73.0,0.0,485913.0938,18767.55078,111.23,4.720550337028165
26711.0,NonResidential,Other,318 2nd Ave Extension S,DOWNTOWN,47.60055,-122.33057,1906,1.0,6.0,29820.0,0.0,29820.0,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,Parking,11745.0,73.0,0.0,313539.0938,5321.600098,35.72,3.6033215657522897
20685.0,NonResidential,Other,13355 Lake City Way NE,NORTH,47.707374,-122.29314,1976,1.0,2.0,38787.0,0.0,38787.0,"Automobile Dealership, Parking",Automobile Dealership,38787.0,Parking,583.3999999999996,73.0,0.0,652234.3125,9792.619141,67.52,4.2271256734559195
26396.0,NonResidential,Worship Facility,4731 15TH AVE. NE,NORTHEAST,47.6645,-122.31224,1927,1.0,2.0,78401.0,0.0,78401.0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,73.0,0.0,275490.5938,15224.33984,87.41,4.481985085417713
27821.0,NonResidential,Supermarket / Grocery Store,11100 Roosevelt Way NE,North,47.707374,-122.31707,1996,1.0,1.0,44755.0,0.0,44755.0,Supermarket/Grocery Store,Supermarket/Grocery Store,46978.0,Parking,11745.0,56.0,0.0,1736110.75,55975.28906,338.58,5.827709559887865
24375.0,SPS-District K-12,K-12 School,4100 39th Ave. S.,SOUTHEAST,47.56591,-122.28841249999999,1989,1.0,3.0,51672.0,0.0,51672.0,K-12 School,K-12 School,51672.0,Parking,11745.0,97.0,0.0,355663.3125,2229.87085,20.3,3.0587070727153796
43948.0,Nonresidential COS,Other,6605 13th Avenue South,GREATER DUWAMISH,47.54277,-122.31626,1906,1.0,2.0,39212.0,0.0,39212.0,Other,Other,39212.0,Parking,11745.0,73.0,0.0,61659.141209,0.0,3.5704999999999996,1.5195508068830703
24030.0,NonResidential,Retail Store,6951 Martin Luther King Jr Way S,GREATER DUWAMISH,47.53922,-122.28841249999999,2002,1.0,2.0,54211.0,17471.0,36740.0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,30000.0,Supermarket/Grocery Store,5000.0,97.0,0.0,371472.0938,0.0,8.84,2.286455711064162
231.0,SPS-District K-12,K-12 School,1610 N. 41st St.,LAKE UNION,47.65708,-122.33803,2009,1.0,3.0,127776.0,0.0,127776.0,K-12 School,K-12 School,127776.0,Parking,11745.0,75.0,0.0,1093179.875,10182.06738,80.08,4.395436321583799
24711.0,NonResidential,Small- and Mid-Sized Office,558 1st Avenue South,DOWNTOWN,47.59657,-122.33394,1910,1.0,5.0,32250.0,0.0,32250.0,Office,Office,32250.0,Parking,11745.0,92.0,0.0,195920.0938,1275.630127,11.44,2.5209170873110334
25914.0,NonResidential,Supermarket / Grocery Store,1410 E John St,EAST,47.62048,-122.31386,1998,1.0,1.0,44739.0,0.0,44739.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,583.3999999999996,17.0,0.0,2423889.75,63155.0,393.07,5.976528558492
21495.0,NonResidential,Small- and Mid-Sized Office,1917 1St Ave,DOWNTOWN,47.61041,-122.34214,1910,1.0,4.0,36160.0,0.0,36160.0,Office,Office,36160.0,Parking,11745.0,47.0,0.0,545772.8125,0.0,12.98,2.637627736805664
19481.0,NonResidential,Distribution Center,6801 EAST MARGINAL WAY S,GREATER DUWAMISH,47.54113,-122.32633,1965,1.0,1.0,27800.0,0.0,27800.0,Distribution Center,Distribution Center,27800.0,Parking,11745.0,14.0,0.0,258090.5938,3435.809814,24.39,3.234355395716587
24959.0,NonResidential,Mixed Use Property,25 S Hanford St,GREATER DUWAMISH,47.57506,-122.33862,1952,1.0,1.0,35310.0,0.0,35310.0,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,14317.0,Non-Refrigerated Warehouse,9875.0,73.0,0.0,165367.7031,7672.350098,44.68,3.821660565347755
843.0,NonResidential,Hotel,300 Roy ST,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,2008,1.0,5.0,111856.0,21273.0,90583.0,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,Parking,20000.0,14.0,0.0,1414198.875,46192.36328,278.97,5.634682454571901
430.0,NonResidential,Small- and Mid-Sized Office,2013 4th Avenue,DOWNTOWN,47.61304,-122.34059,1925,1.0,4.0,52800.0,0.0,52800.0,"Office, Restaurant",Office,38880.0,Restaurant,12960.0,83.0,0.0,536908.6875,5970.880371,44.48,3.8172726688823353
26235.0,NonResidential,Warehouse,101 S. Dakota,GREATER DUWAMISH,47.56683,-122.33358,1941,1.0,2.0,22324.0,0.0,22324.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,Parking,11745.0,53.0,0.0,61659.141209,3949.580322,22.33,3.1497400860333387
42069.0,NonResidential,Small- and Mid-Sized Office,2101 N 34TH ST,LAKE UNION,47.64779,-122.33352,1993,1.0,1.0,26263.0,0.0,26263.0,Office,Office,26263.0,Parking,11745.0,64.0,0.0,479094.0938,0.0,11.4,2.517696472610991
131.0,NonResidential,Other,1208 NE 64th st,NORTHEAST,47.67524,-122.31534,1941,1.0,4.0,56521.0,0.0,56521.0,Other,Other,49000.0,Parking,11745.0,73.0,0.0,1863315.125,0.0,44.32,3.8137484361598055
123.64999999999999,NonResidential,Self-Storage Facility,11 Vine Street,DOWNTOWN,47.61351,-122.35129,1911,1.0,3.0,70586.0,0.0,70586.0,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,73.0,0.0,439691.9063,6584.0,45.43,3.8379458020318302
49701.7,NonResidential,Small- and Mid-Sized Office,700 Dearborn Place South,DOWNTOWN,47.59666,-122.31253,2009,1.0,3.0,62662.0,14989.0,47673.0,Office,Office,47000.0,Parking,11745.0,67.0,0.0,716470.875,575.3199463,20.1,3.0492730404820207
216.0,SPS-District K-12,K-12 School,8815 Seward Park Ave S.,SOUTHEAST,47.537451,-122.28841249999999,1960,1.0,2.0,184125.0,0.0,184125.0,K-12 School,K-12 School,184125.0,Parking,11745.0,86.0,0.0,879209.3125,58004.30078,328.97,5.799001741237135
20160.0,NonResidential,Residence Hall,4510 22nd Ave NE,NORTHEAST,47.66159,-122.30441,1930,1.0,3.0,21038.2,0.0,20960.0,Residence Hall/Dormitory,Residence Hall/Dormitory,20960.0,Parking,11745.0,73.0,0.0,96365.70313,11715.09961,64.51,4.182202802743785
20052.0,NonResidential,Retail Store,4629 26th Avenue NE,NORTHEAST,47.66246,-122.29898,1997,1.0,1.0,63153.0,0.0,63153.0,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,73.0,0.0,1264044.375,3312.580322,47.66,3.8848573373553763
20979.0,NonResidential,Small- and Mid-Sized Office,5506 6th Ave S.,GREATER DUWAMISH,47.55316,-122.32616,1982,1.0,2.0,40029.0,0.0,40029.0,"Non-Refrigerated Warehouse, Office",Office,31800.0,Non-Refrigerated Warehouse,8200.0,69.0,0.0,431393.4063,0.0,10.26,2.421256622711544
28025.0,Nonresidential COS,Warehouse,1010 8th Ave S,GREATER DUWAMISH,47.59393,-122.32211,1967,1.0,2.0,22058.0,0.0,22058.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14317.0,Office,7286.0,14.0,0.0,248454.4063,11396.08008,66.43,4.2110900227464905
21520.0,NonResidential,Small- and Mid-Sized Office,1910 Fairview,LAKE UNION,47.63616,-122.32718,1964,1.0,5.0,54465.0,9605.0,44860.0,"Office, Parking",Office,57972.0,Parking,583.3999999999996,68.0,0.0,952872.1875,3493.709961,41.22,3.7428940424201746
267.0,NonResidential,Hotel,721 Pine St,DOWNTOWN,47.61275,-122.3333,1999,1.0,1.0,399875.050000001,0.0,339128.9,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,339005.65000000026,Parking,95742.6500000001,73.0,0.0,6551398.275000007,65448.83886650005,564.2850000000001,6.3373279806556635
426.0,NonResidential,Small- and Mid-Sized Office,2200 Alaskan Way,DOWNTOWN,47.61116,-122.34748,1999,1.0,4.0,87500.0,17500.0,70000.0,"Office, Other",Office,70090.0,Other,1672.0,72.0,0.0,1333496.75,0.0,31.72,3.487986511734546
40034.0,NonResidential,Small- and Mid-Sized Office,6200 NE 74th ST,NORTHEAST,47.68254,-122.28841249999999,1960,1.0,1.0,21931.0,0.0,21931.0,Office,Office,31845.0,Office,31845.0,32.0,0.0,409903.5,25486.18555,145.11,4.984359762683993
24083.0,NonResidential,Warehouse,1024-1048 6th Ave S,GREATER DUWAMISH,47.59294,-122.32555,1937,1.0,1.0,52325.0,0.0,52325.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52325.0,Parking,11745.0,67.0,0.0,158390.7031,2685.389893,18.03,2.946016681308058
497.0,NonResidential,Warehouse,2964 Sw Avalon Way,SOUTHWEST,47.56885,-122.37121,1997,1.0,4.0,98475.0,0.0,98475.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,Parking,11745.0,83.0,0.0,225380.0,3215.0,22.44,3.154443964708812
779.0,NonResidential,Large Office,500 5TH AVE,DOWNTOWN,47.6029,-122.32927,1971,1.0,9.0,224857.0,0.0,224857.0,Office,Office,204993.0,Parking,11745.0,79.0,845964.4437500031,3289861.75,0.0,390.67,5.970419648512232
19926.0,NonResidential,Small- and Mid-Sized Office,2300 7th Avenue,DOWNTOWN,47.61768,-122.34139,1965,1.0,1.0,23752.0,0.0,23752.0,"Office, Parking, Retail Store",Office,14317.0,Retail Store,9435.0,73.0,0.0,167367.4063,4960.959961,30.33,3.4445761049641
36587.0,NonResidential,Other,1700 23rd Ave,CENTRAL,47.61674,-122.30207,1991,1.0,1.0,45000.0,0.0,45000.0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,45000.0,Swimming Pool,583.3999999999996,73.0,0.0,308219.1875,24538.52734,137.66,4.9320248935143445
25660.0,NonResidential,Small- and Mid-Sized Office,117 S. Main,DOWNTOWN,47.59979,-122.33339,1906,1.0,4.0,27838.0,0.0,27838.0,Office,Office,27838.0,Parking,11745.0,77.0,0.0,356831.5,0.0,8.49,2.2502386126218363
23964.0,NonResidential,Warehouse,2520 Airport Way S,GREATER DUWAMISH,47.58032,-122.32083,1950,1.0,1.0,21038.2,0.0,20804.25,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19224.0,Office,1500.0,73.0,0.0,88948.0,15285.40918,83.3,4.4343818650078095
49701.7,Nonresidential COS,Other,6920 34th Ave SW,DELRIDGE NEIGHBORHOODS,47.54067,-122.37441,1982,1.0,1.0,21038.2,0.0,20804.25,Other - Recreation,Other - Recreation,18261.0,Parking,11745.0,73.0,0.0,185334.7031,2997.199951,20.33,3.0601145324832593
20325.0,Campus,K-12 School,8000 25th Ave NE,NORTHEAST,47.687,-122.30013,1989,1.0,3.0,21500.0,0.0,21500.0,K-12 School,K-12 School,96154.0,Parking,11745.0,44.0,0.0,969429.1875,33814.91016,202.65,5.316402834094422
625.0,NonResidential,Large Office,2200 1st Avenue South,GREATER DUWAMISH,47.58361,-122.33369,1906,1.0,4.0,129000.0,25800.0,103200.0,Office,Office,104869.0,Parking,11745.0,80.0,0.0,1282135.25,0.0,30.5,3.449987545831587
534.0,NonResidential,Warehouse,1300 W. Nickerson Street,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,1.0,4.0,106041.0,0.0,106041.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106041.0,Parking,11745.0,94.0,0.0,216689.0,3845.999756,25.58,3.2801590532850993
476.0,NonResidential,Large Office,823 Yale Ave N.,LAKE UNION,47.62621,-122.33128,2001,1.0,6.0,226592.0,88607.50000000001,131592.0,"Office, Parking",Office,131592.0,Parking,83178.0,49.0,0.0,3434879.5,2436.178711,94.64,4.560591142590124
23117.0,Campus,Other,9401 Myers Way S,DELRIDGE,47.537451,-122.33421,2005,1.0,1.0,57952.0,0.0,57952.0,Adult Education,Adult Education,57952.0,Parking,11745.0,73.0,0.0,432136.6875,16169.37012,96.15,4.576256175823449
26930.0,NonResidential,Senior Care Community,1601 E. Yesler Way,CENTRAL,47.60133,-122.31088,1987,1.0,2.0,74840.0,0.0,74840.0,Senior Care Community,Senior Care Community,74840.0,Parking,11745.0,48.0,0.0,1204877.625,41574.53516,249.46,5.523299227135887
24376.0,Nonresidential COS,Medical Office,4400 37th Ave S,SOUTHEAST,47.56364,-122.28841249999999,1990,1.0,2.0,38352.0,11082.0,27270.0,"Medical Office, Office",Medical Office,19987.0,Office,7505.0,36.0,0.0,618071.875,0.0,14.7,2.7536607123542622
23504.0,NonResidential,Distribution Center,3223 6th Avenue South,GREATER DUWAMISH,47.5746,-122.32637,1952,1.0,1.0,41308.0,0.0,41308.0,Distribution Center,Distribution Center,41308.0,Parking,11745.0,14.0,0.0,309134.5938,5877.039551,38.57,3.678071255397333
49701.7,NonResidential,Hospital,4500 40th Ave NE,NORTHEAST,47.66201,-122.28841249999999,2009,1.0,8.0,330000.0,0.0,330000.0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),241500.0,Parking,11745.0,58.0,0.0,6551398.275000007,65448.83886650005,564.2850000000001,6.3373279806556635
28030.0,NonResidential,Other,707 S. Snoqualmie St.,GREATER DUWAMISH,47.56166,-122.3237,1907,1.0,5.0,36000.0,0.0,36000.0,Other,Other,36000.0,Parking,11745.0,73.0,0.0,101516.8984,7649.180176,43.04,3.785098311854479
19917.0,Nonresidential COS,Other,2334 4th Ave,DOWNTOWN,47.61607,-122.34449,1922,1.0,2.0,37740.0,0.0,37740.0,Fire Station,Fire Station,38939.0,Parking,11745.0,73.0,0.0,498054.5,13965.19922,86.02,4.466137977292534
470.0,NonResidential,Laboratory,401 TERRY AVE N,LAKE UNION,47.62254,-122.33753,2003,1.0,4.0,241159.0,88607.50000000001,129366.0,Laboratory,Laboratory,176171.0,Parking,11745.0,73.0,0.0,5975651.5,65448.83886650005,564.2850000000001,6.3373279806556635
20494.0,SPS-District K-12,Other,13224 37th Ave NE,NORTH,47.707374,-122.28841249999999,2009,1.0,1.0,32590.0,0.0,32590.0,Other,Other,32590.0,Parking,11745.0,73.0,0.0,185440.2031,7290.722656,43.13,3.7871398232814557
461.0,NonResidential,Small- and Mid-Sized Office,9750 3rd Ave NE,NORTH,47.70063,-122.32487,1979,1.0,4.0,53730.0,0.0,53730.0,"Office, Parking",Office,53730.0,Parking,583.3999999999996,20.0,0.0,1390055.25,0.0,33.06,3.5281236752345424
37248.0,NonResidential,Warehouse,5840 Airport Way South,GREATER DUWAMISH,47.55066,-122.31787,1906,1.0,4.0,72859.0,0.0,72859.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,72859.0,Parking,11745.0,55.0,0.0,426578.1875,429.7299805,12.43,2.5974910105351463
24868.0,NonResidential,Worship Facility,2415 31st Ave,MAGNOLIA / QUEEN ANNE,47.64,-122.3783225,1965,1.0,1.0,21038.2,0.0,20804.25,"Parking, Worship Facility",Worship Facility,22000.0,Parking,583.3999999999996,35.0,0.0,61659.141209,8704.049805,47.08,3.872866290226952
26731.0,NonResidential,Small- and Mid-Sized Office,624 S. Dearborn Bldg.,DOWNTOWN,47.5962,-122.32548,1970,1.0,2.0,26510.0,0.0,26510.0,Office,Office,30800.0,Parking,11745.0,91.0,0.0,261957.4063,932.6499634,11.18,2.4997952622817508
274.0,NonResidential,Warehouse,3600 Stone Way North,LAKE UNION,47.65097,-122.34227,1991,1.0,3.0,75397.0,8161.0,67236.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,Parking,8161.0,91.0,0.0,124086.0,1258.0,9.63,2.363680192353857
123.64999999999999,NonResidential,Hotel,1113 6th Ave,DOWNTOWN,47.60809,-122.33212,1980,1.0,12.450000000000045,315952.0,57600.0,258352.0,"Hotel, Parking",Hotel,295511.0,Parking,57600.0,58.0,845964.4437500031,4075083.0,40834.39844,564.2850000000001,6.3373279806556635
281.0,NonResidential,K-12 School,5031 University Way NE,NORTHEAST,47.66568,-122.31368,1928,1.0,2.0,55653.0,0.0,55653.0,K-12 School,K-12 School,55500.0,Parking,11745.0,97.0,0.0,61659.141209,13714.89063,72.88,4.302442155331039
19613.0,NonResidential,Small- and Mid-Sized Office,5303 Shilshole Ave NW,BALLARD,47.66587,-122.3783225,1979,1.0,3.0,43500.0,0.0,43500.0,Office,Office,43495.0,Parking,11745.0,46.0,0.0,942671.6875,42.38998795,22.65,3.1633631149379418
393.0,NonResidential,Other,500 Yale Ave N,LAKE UNION,47.62323,-122.33028,2009,1.0,5.0,141131.0,69710.0,71421.0,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,Office,71643.0,73.0,0.0,904400.1875,0.0,21.51,3.113959654918641
22509.0,NonResidential,Small- and Mid-Sized Office,2320 W Commodore Way,MAGNOLIA / QUEEN ANNE,47.66106,-122.3783225,2008,1.0,4.0,41784.0,8399.0,33385.0,"Office, Parking",Office,33385.0,Parking,8399.0,89.0,0.0,379430.0,0.0,9.03,2.305580601973844
19848.0,NonResidential,Retail Store,2690 NE University Village Street,NORTHEAST,47.66246,-122.29898,2003,1.0,2.0,49965.0,0.0,49965.0,"Other, Retail Store",Retail Store,47465.0,Other,2500.0,82.0,0.0,951698.8125,1300.129883,29.54,3.4190372997904865
391.0,NonResidential,Mixed Use Property,8300 Military Rd South,GREATER DUWAMISH,47.537451,-122.29443,1970,1.0,1.0,88400.0,0.0,88400.0,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,Office,29620.0,42.0,0.0,741693.375,18524.42188,116.03,4.762430312186675
26594.0,NonResidential,Other,107 Occidental Ave S,DOWNTOWN,47.60135,-122.33327,1906,1.0,1.0,21420.0,0.0,21420.0,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,14317.0,Bar/Nightclub,5000.0,73.0,0.0,211742.9063,881.7000122,9.72,2.372111155642656
227.0,SPS-District K-12,K-12 School,2101 S. Jackson,CENTRAL,47.59796,-122.30415,1963,1.0,3.0,136188.0,0.0,136188.0,K-12 School,K-12 School,136188.0,Parking,11745.0,73.0,0.0,61659.141209,32178.77344,170.9,5.146912912388804
775.0,NonResidential,Large Office,701 5th Avenue,DOWNTOWN,47.60454,-122.33072,1985,1.0,12.450000000000045,399875.050000001,88607.50000000001,339128.9,"Office, Parking",Office,339005.65000000026,Parking,95742.6500000001,86.0,0.0,6551398.275000007,50857.63281,564.2850000000001,6.3373279806556635
49701.7,NonResidential,Small- and Mid-Sized Office,1500 HARVARD AVE,EAST,47.61438,-122.32174,1912,1.0,2.0,64820.0,0.0,64820.0,"Movie Theater, Office, Vocational School",Office,37668.0,Movie Theater,11500.0,73.0,0.0,580529.6875,2935.290039,29.4,3.414442608412176
24717.0,NonResidential,Other,1701 First Ave South,GREATER DUWAMISH,47.58788,-122.33458,1910,1.0,3.0,27690.0,0.0,27690.0,"Other, Parking",Other,24717.0,Parking,583.3999999999996,73.0,0.0,61659.141209,0.0,3.5704999999999996,1.5195508068830703
22866.0,NonResidential,Small- and Mid-Sized Office,4039 21st Ave W,MAGNOLIA / QUEEN ANNE,47.65708,-122.3783225,1983,1.0,4.0,40571.0,10849.0,29722.0,Office,Office,24008.0,Parking,11745.0,64.0,0.0,377144.5938,0.0,8.97,2.299580583973747
27816.0,NonResidential,Other,1808 18th Ave,Central,47.61796,-122.30847,1911,1.0,3.0,25200.0,0.0,25200.0,Other - Lodging/Residential,Other - Lodging/Residential,25200.0,Parking,11745.0,73.0,0.0,82411.5,9614.780273,53.02,3.98935434836447
762.0,NonResidential,Retail Store,1419 Third Avenue,DOWNTOWN,47.60925,-122.33734,1924,1.0,3.0,77555.0,0.0,77555.0,Retail Store,Retail Store,73563.0,Parking,11745.0,39.0,0.0,2286650.5,1.530000091,54.4,4.014579593753238
228.0,NonResidential,Other,3014 NW 67th St.,BALLARD,47.67767,-122.3783225,1973,1.0,3.0,56000.0,0.0,56000.0,Other,Other,56000.0,Parking,11745.0,73.0,0.0,247615.5938,10063.95996,59.34,4.099995233730915
26761.0,NonResidential,Small- and Mid-Sized Office,100 NE Northlake Way,LAKE UNION,47.65373,-122.32721,2007,1.0,3.0,44510.0,18228.0,26282.0,"Office, Parking",Office,26282.0,Parking,18228.0,23.0,0.0,641281.0,0.0,15.25,2.7880929087757464
731.0,NonResidential,Mixed Use Property,1000 4TH AVE S,GREATER DUWAMISH,47.59439,-122.32839,1930,1.0,2.0,108753.0,18860.0,89893.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,73.0,0.0,1066726.25,0.0,25.37,3.2722270003651954
354.0,NonResidential,Large Office,925 Fourth Avenue,DOWNTOWN,47.60549,-122.33319,2002,1.0,12.450000000000045,399875.050000001,88607.50000000001,339128.9,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,339005.65000000026,Parking,95742.6500000001,93.0,0.0,6551398.275000007,0.0,287.32,5.664070974419973
23757.0,NonResidential,Warehouse,2440 1st Ave S,GREATER DUWAMISH,47.58065,-122.33356,1927,1.0,1.0,21600.0,0.0,21600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,Parking,11745.0,57.0,0.0,77419.0,2356.750244,14.36,2.731766727719526
574.0,NonResidential,Retail Store,401 NE NORTHGATE WAY,NORTH,47.707374,-122.3255,1950,1.0,2.0,302812.0,0.0,302812.0,Retail Store,Retail Store,302812.0,Parking,11745.0,97.0,0.0,1638420.25,17005.3418,129.29,4.86976273521484
467.0,NonResidential,Retail Store,915 NW 45th Street,BALLARD,47.66057,-122.36857,1999,1.0,1.0,164437.0,0.0,164437.0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,Supermarket/Grocery Store,74102.0,62.0,0.0,4132326.75,42908.43359,326.18,5.790510478166025
21183.0,NonResidential,Small- and Mid-Sized Office,180 & 192 Nickerson St,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1980,1.0,3.0,70296.0,0.0,70296.0,Office,Office,70296.0,Parking,11745.0,86.0,0.0,815377.0,0.0,19.39,3.015044584586364
436.0,NonResidential,Other,909 University Street,EAST,47.61048,-122.32837,1988,1.0,9.0,46710.0,0.0,46710.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,Parking,11745.0,73.0,845964.4437500031,797806.6875,0.0,130.69,4.880450675722129
25572.0,NonResidential,Retail Store,809 NE 45 STREET,NORTHEAST,47.66097,-122.3192,1930,1.0,1.0,46059.0,0.0,46059.0,Retail Store,Retail Store,46000.0,Parking,11745.0,82.0,0.0,402718.0,2085.819824,20.66,3.0754672415728446
