OSEBuildingID,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,TotalGHGEmissions_log,GFA_per_floor,Parking_ratio,Building_age_squared,Is_old_building,Size_floors,Age_size,Age_floors,GFA_sqrt,Floors_squared,Neighborhood_mean,Neighborhood_std,PrimaryPropertyType_mean,PrimaryPropertyType_std
26465.0,NonResidential,K-12 School,4811 Wallingford Ave. N.,LAKE UNION,47.66389,-122.33692,K-12 School,K-12 School,30740.0,Parking,11745.0,92.0,0.0,98448.60156,12588.27051,69.2,4.251348311031766,16649.991675004163,0.0,11236,1,66600.0,3529800.0,212.0,182.4828759089466,4.0,4.1935172859006355,1.3505221170910435,4.017308587795052,1.0064545144201091
847.0,NonResidential,Warehouse,7000 Highland Parkway SW,DELRIDGE,47.53935,-122.34402,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,Office,12353.0,14.0,0.0,2906502.75,40457.60938,284.01,5.652524267372389,70399.9296000704,0.0,2116,0,70400.0,3238400.0,46.0,265.329983228432,1.0,3.9847199175552697,1.240497105330465,3.105404464515096,1.1998106393931918
24532.0,NonResidential,Warehouse,121 S Kenyon Street,GREATER DUWAMISH,47.537451,-122.333,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45449.0,Parking,11745.0,15.0,0.0,336495.5,31543.32813,175.53,5.173490833601192,43999.956000044,0.0,2116,0,44000.0,2024000.0,46.0,209.76176963403032,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
28476.0,NonResidential,Warehouse,6100 6th Ave S,GREATER DUWAMISH,47.54769,-122.3251,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30800.0,Parking,11745.0,65.0,0.0,142429.9063,0.0,3.5705,1.5195508068830703,30799.969200030802,0.0,2601,1,30800.0,1570800.0,51.0,175.49928774784243,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
20526.0,NonResidential,Small- and Mid-Sized Office,1900 Rainier AVE S,SOUTHEAST,47.58579,-122.3034,"K-12 School, Office, Retail Store",Office,29035.0,K-12 School,6213.0,73.0,0.0,527377.5,1223.890015,19.04,2.997730276216664,12691.662436112521,0.0,49,0,114225.0,266525.0,21.0,195.12816301087858,9.0,3.8364002036202964,1.1819283182974878,3.297269669658814,0.9073490338149458
250.0,NonResidential,Hotel,1046 1st Ave S,GREATER DUWAMISH,47.59269,-122.33372,"Food Service, Hotel, Parking",Hotel,135006.0,Parking,20600.0,64.0,0.0,1826563.0,64945.55078,388.37,5.964530048367777,18716.553475938505,0.08647721268700628,121,0,1516041.0,1852939.0,99.0,410.42538907820995,81.0,3.5021939623231493,1.2671561408877454,5.200314767144004,1.0251480911591004
21488.0,NonResidential,Mixed Use Property,2103-2107 Elliott Avenue,DOWNTOWN,47.61113,-122.34556,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,91.0,0.0,503262.1875,0.0,11.97,2.5626389983283526,20516.244870938783,0.4240541034494114,676,0,328260.0,2133690.0,104.0,286.4698937061275,16.0,4.33905242153749,1.3718571608439065,4.02240740070352,1.4535352529774157
712.0,NonResidential,Large Office,51 University,DOWNTOWN,47.60604,-122.33948,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,73.0,266262.0,1245286.625,0.0,50.17,3.9351534228170006,18040.830326528278,0.13571065638010338,9604,1,649470.0,10608010.0,588.0,329.0060789711947,36.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
25671.0,NonResidential,Retail Store,1525 11th Ave,EAST,47.61478,-122.31847,Retail Store,Retail Store,36940.0,Parking,11745.0,97.0,0.0,98694.39844,0.0,3.5705,1.5195508068830703,18469.990765004615,0.0,10000,1,73880.0,3694000.0,200.0,192.19781476385208,4.0,4.224068175692096,1.3596665755260893,3.744426120780442,1.2589650944883464
812.0,NonResidential,Warehouse,35 S Hanford St,GREATER DUWAMISH,47.57513,-122.33739,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,73.0,0.0,177600.0,0.0,4.22,1.6524974018945473,65287.9347120653,0.0,9801,1,65288.0,6463512.0,99.0,255.51516589040267,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
322.0,NonResidential,Large Office,2801 3rd Ave,DOWNTOWN,47.61757,-122.35122,Office,Office,100734.0,Parking,11745.0,20.0,0.0,2868908.5,0.0,68.24,4.237578730308009,33577.98880733706,0.26536224114732504,2304,0,302202.0,4835232.0,144.0,317.3862000780752,9.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
27117.0,NonResidential,Warehouse,6540 5TH PL S,GREATER DUWAMISH,47.54443,-122.32688,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,Parking,11745.0,43.0,0.0,78199.0,3252.730225,19.14,3.0027078872904163,21039.978960021042,0.0,1600,0,21040.0,841600.0,40.0,145.05171491574995,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
854.0,SPS-District K-12,Other,2445  3RD  AVE  S,GREATER DUWAMISH,47.5805,-122.33032,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,73.0,0.0,5327046.5,25000.35352,259.49,5.562564472740664,112687.62910412363,0.0,196,0,1014189.0,4732882.0,42.0,581.4318532725912,9.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
575.0,NonResidential,Small- and Mid-Sized Office,2150 N 107th ST,NORTHWEST,47.707374,-122.33171,Office,Office,78200.0,Parking,11745.0,53.0,0.0,1198616.625,49903.41016,293.55,5.685448767967697,17279.99654400069,0.0,1764,0,432000.0,3628800.0,210.0,293.9387691339814,25.0,3.974065390603938,1.308375369217394,3.297269669658814,0.9073490338149458
145.0,Nonresidential COS,Other,200 University Street,DOWNTOWN,47.60804,-122.3367,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,Parking,11745.0,73.0,845964.4437500031,2873101.25,5273.430176,429.12,6.064064239522326,47349.99210833465,0.0,324,0,1704600.0,5113800.0,108.0,533.0103188494571,36.0,4.33905242153749,1.3718571608439065,4.282175547469136,1.3053288873026805
49701.7,Nonresidential COS,Office,4420 S Genesee,SOUTHEAST,47.5644,-122.2884125,Office,Office,15398.0,Parking,11745.0,93.0,0.0,81341.39844,1102.72998,7.79,2.173614711697085,21038.178961821042,0.0,3136,1,21038.2,1178139.2,56.0,145.04551009941673,1.0,3.8364002036202964,1.1819283182974878,1.8465827592900776,0.4624930224233423
22955.0,NonResidential,Senior Care Community,11301 3rd Ave NE,North,47.707374,-122.32674,"Parking, Senior Care Community",Senior Care Community,43661.0,Parking,583.3999999999996,14.0,0.0,803544.875,11947.25977,82.57,4.425684604013345,8732.19825356035,0.0,324,0,218305.0,785898.0,90.0,208.95214763193988,25.0,4.087741724051604,1.0134166988586908,5.164982346452764,0.927964657415081
248.0,Nonresidential COS,Warehouse,3613 4th Ave S,GREATER DUWAMISH,47.57199,-122.32811,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,73.0,0.0,1151434.625,0.0,27.39,3.34603697048488,29319.985340007326,0.0,2601,1,117280.0,2990640.0,102.0,242.15697388264496,4.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
584.0,NonResidential,Warehouse,428 S. Cloverdale,GREATER DUWAMISH,47.537451,-122.32913,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,Parking,11745.0,14.0,0.0,250591.0938,9923.839844,58.67,4.088829381533991,50416.949583050424,0.0,1296,0,50417.0,1815012.0,36.0,224.5373020235168,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
20645.0,SPS-District K-12,K-12 School,1242 18th Ave. E.,EAST,47.6315,-122.30761,K-12 School,K-12 School,62078.0,Parking,11745.0,97.0,0.0,337560.1875,8032.580078,50.69,3.945264339207948,20692.65976911341,0.0,225,0,186234.0,931170.0,45.0,249.154570497914,9.0,4.224068175692096,1.3596665755260893,4.017308587795052,1.0064545144201091
651.0,NonResidential,Medical Office,530 Fairview Avenue North,LAKE UNION,47.62395,-122.33392,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,14.0,0.0,3458477.0,65448.83886650005,477.85,6.171387395967629,25818.59483628103,0.30909499352940056,64,0,645465.0,1032744.0,40.0,359.2951433014368,25.0,4.1935172859006355,1.3505221170910435,4.557738771436541,1.3455760875549025
20419.0,NonResidential,K-12 School,4100 SW Genesee St,SOUTHWEST,47.56504,-122.3783225,K-12 School,K-12 School,49744.0,Parking,11745.0,97.0,0.0,140196.2031,16184.86035,89.29,4.503026712319388,16581.327806224064,0.0,2601,1,149232.0,2536944.0,153.0,223.03362975121038,9.0,4.034133919996902,1.2680730037486931,4.017308587795052,1.0064545144201091
22166.0,NonResidential,Retail Store,800 S Michigan ST.,GREATER DUWAMISH,47.54912,-122.32184,Retail Store,Retail Store,56193.0,Parking,11745.0,73.0,0.0,544827.1875,6389.919922,46.9,3.8691155044168695,28096.485951757022,0.0,3364,1,112386.0,3259194.0,116.0,237.05062750391528,4.0,3.5021939623231493,1.2671561408877454,3.744426120780442,1.2589650944883464
23400.0,NonResidential,Small- and Mid-Sized Office,2414 SW Andover St,DELRIDGE,47.56877,-122.36369,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,69.0,0.0,892890.625,0.0,21.24,3.1018924693823817,33241.98337900831,0.0,784,0,132968.0,1861552.0,56.0,257.8449146289296,4.0,3.9847199175552697,1.240497105330465,3.297269669658814,0.9073490338149458
613.0,NonResidential,Small- and Mid-Sized Office,216 1st Ave. S.,DOWNTOWN,47.60035,-122.33379,"Enclosed Mall, Office",Office,41609.0,Enclosed Mall,28734.0,73.0,0.0,541278.3125,2478.827148,26.04,3.2973172511747637,21187.494703126322,0.0,12100,1,339000.0,9322500.0,440.0,291.11853256019276,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
20503.0,NonResidential,Medical Office,2101 E. Yesler Way,CENTRAL,47.60132,-122.30477,Medical Office,Medical Office,39000.0,Parking,11745.0,25.0,0.0,666815.5,3400.72998,33.92,3.5530597309714014,19499.990250004874,0.0,676,0,78000.0,1014000.0,52.0,197.48417658131498,4.0,3.835734022555626,1.1782890369252899,4.557738771436541,1.3455760875549025
289.0,SPS-District K-12,K-12 School,2424 7th Ave W.,MAGNOLIA / QUEEN ANNE,47.64052,-122.3656,K-12 School,K-12 School,75214.0,Parking,11745.0,88.0,0.0,508113.9063,6005.752441,43.98,3.8062179465311696,25071.324976225005,0.0,169,0,225642.0,977782.0,39.0,274.2517092016019,9.0,3.935323358003718,1.285361666288839,4.017308587795052,1.0064545144201091
552.0,NonResidential,Distribution Center,3800 1st Avenue South,GREATER DUWAMISH,47.5701,-122.33342,Distribution Center,Distribution Center,162425.0,Parking,11745.0,25.0,0.0,1855803.75,30252.27148,204.81,5.326953413084369,161677.8383221617,0.0,2304,0,161678.0,7760544.0,48.0,402.09202926693285,1.0,3.5021939623231493,1.2671561408877454,3.3102624225812476,1.205387221548688
787.0,NonResidential,Warehouse,26 South Hanford Street,GREATER DUWAMISH,47.57613,-122.33864,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,73.0,0.0,485913.0938,18767.55078,111.23,4.720550337028165,57833.971083014454,0.0,4096,1,231336.0,7402752.0,128.0,340.0999852984413,4.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
26711.0,NonResidential,Other,318 2nd Ave Extension S,DOWNTOWN,47.60055,-122.33057,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,Parking,11745.0,73.0,0.0,313539.0938,5321.600098,35.72,3.6033215657522897,4969.999171666805,0.0,12100,1,178920.0,3280200.0,660.0,172.68468374467957,36.0,4.33905242153749,1.3718571608439065,4.282175547469136,1.3053288873026805
20685.0,NonResidential,Other,13355 Lake City Way NE,NORTH,47.707374,-122.29314,"Automobile Dealership, Parking",Automobile Dealership,38787.0,Parking,583.3999999999996,73.0,0.0,652234.3125,9792.619141,67.52,4.22712567345592,19393.490303254846,0.0,1600,0,77574.0,1551480.0,80.0,196.94415452102152,4.0,3.599443475627612,1.2975374912774322,4.282175547469136,1.3053288873026805
26396.0,NonResidential,Worship Facility,4731 15TH AVE. NE,NORTHEAST,47.6645,-122.31224,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,73.0,0.0,275490.5938,15224.33984,87.41,4.481985085417713,39200.4803997598,0.0,7921,1,156802.0,6977689.0,178.0,280.0017857085915,4.0,4.011790676637696,1.2673379379504515,3.3694042071465256,0.9190492773121226
27821.0,NonResidential,Supermarket / Grocery Store,11100 Roosevelt Way NE,North,47.707374,-122.31707,Supermarket/Grocery Store,Supermarket/Grocery Store,46978.0,Parking,11745.0,56.0,0.0,1736110.75,55975.28906,338.58,5.827709559887865,44754.95524504476,0.0,400,0,44755.0,895100.0,20.0,211.55377566945006,1.0,4.087741724051604,1.0134166988586908,5.101079265288282,1.0380693811258503
24375.0,SPS-District K-12,K-12 School,4100 39th Ave. S.,SOUTHEAST,47.56591,-122.2884125,K-12 School,K-12 School,51672.0,Parking,11745.0,97.0,0.0,355663.3125,2229.87085,20.3,3.05870707271538,17223.99425866858,0.0,729,0,155016.0,1395144.0,81.0,227.31475974955958,9.0,3.8364002036202964,1.1819283182974878,4.017308587795052,1.0064545144201091
43948.0,Nonresidential COS,Other,6605 13th Avenue South,GREATER DUWAMISH,47.54277,-122.31626,Other,Other,39212.0,Parking,11745.0,73.0,0.0,61659.141209,0.0,3.5705,1.5195508068830703,19605.9901970049,0.0,12100,1,78424.0,4313320.0,220.0,198.020200989697,4.0,3.5021939623231493,1.2671561408877454,4.282175547469136,1.3053288873026805
24030.0,NonResidential,Retail Store,6951 Martin Luther King Jr Way S,GREATER DUWAMISH,47.53922,-122.2884125,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,30000.0,Supermarket/Grocery Store,5000.0,97.0,0.0,371472.0938,0.0,8.84,2.286455711064162,27105.486447256775,0.32227776649900797,196,0,108422.0,758954.0,28.0,232.83255786079403,4.0,3.5021939623231493,1.2671561408877454,3.744426120780442,1.2589650944883464
231.0,SPS-District K-12,K-12 School,1610 N. 41st St.,LAKE UNION,47.65708,-122.33803,K-12 School,K-12 School,127776.0,Parking,11745.0,75.0,0.0,1093179.875,10182.06738,80.08,4.395436321583799,42591.9858026714,0.0,49,0,383328.0,894432.0,21.0,357.45768980398225,9.0,4.1935172859006355,1.3505221170910435,4.017308587795052,1.0064545144201091
24711.0,NonResidential,Small- and Mid-Sized Office,558 1st Avenue South,DOWNTOWN,47.59657,-122.33394,Office,Office,32250.0,Parking,11745.0,92.0,0.0,195920.0938,1275.630127,11.44,2.5209170873110334,6449.998710000258,0.0,11236,1,161250.0,3418500.0,530.0,179.5828499606797,25.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
25914.0,NonResidential,Supermarket / Grocery Store,1410 E John St,EAST,47.62048,-122.31386,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,583.3999999999996,17.0,0.0,2423889.75,63155.0,393.07,5.976528558492,44738.95526104474,0.0,324,0,44739.0,805302.0,18.0,211.51595684486784,1.0,4.224068175692096,1.3596665755260893,5.101079265288282,1.0380693811258503
21495.0,NonResidential,Small- and Mid-Sized Office,1917 1St Ave,DOWNTOWN,47.61041,-122.34214,Office,Office,36160.0,Parking,11745.0,47.0,0.0,545772.8125,0.0,12.98,2.637627736805664,9039.997740000565,0.0,11236,1,144640.0,3832960.0,424.0,190.1578291840754,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
19481.0,NonResidential,Distribution Center,6801 EAST MARGINAL WAY S,GREATER DUWAMISH,47.54113,-122.32633,Distribution Center,Distribution Center,27800.0,Parking,11745.0,14.0,0.0,258090.5938,3435.809814,24.39,3.234355395716587,27799.9722000278,0.0,2601,1,27800.0,1417800.0,51.0,166.73332000533065,1.0,3.5021939623231493,1.2671561408877454,3.3102624225812476,1.205387221548688
24959.0,NonResidential,Mixed Use Property,25 S Hanford St,GREATER DUWAMISH,47.57506,-122.33862,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,14317.0,Non-Refrigerated Warehouse,9875.0,73.0,0.0,165367.7031,7672.350098,44.68,3.821660565347755,35309.96469003531,0.0,4096,1,35310.0,2259840.0,64.0,187.90955271087205,1.0,3.5021939623231493,1.2671561408877454,4.02240740070352,1.4535352529774157
843.0,NonResidential,Hotel,300 Roy ST,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,Parking,20000.0,14.0,0.0,1414198.875,46192.36328,278.97,5.634682454571901,22371.195525760893,0.19018201973796506,64,0,559280.0,894848.0,40.0,334.4488002669467,25.0,3.935323358003718,1.285361666288839,5.200314767144004,1.0251480911591004
430.0,NonResidential,Small- and Mid-Sized Office,2013 4th Avenue,DOWNTOWN,47.61304,-122.34059,"Office, Restaurant",Office,38880.0,Restaurant,12960.0,83.0,0.0,536908.6875,5970.880371,44.48,3.8172726688823353,13199.996700000824,0.0,8281,1,211200.0,4804800.0,364.0,229.78250586152114,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
26235.0,NonResidential,Warehouse,101 S. Dakota,GREATER DUWAMISH,47.56683,-122.33358,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,Parking,11745.0,53.0,0.0,61659.141209,3949.580322,22.33,3.1497400860333387,11161.994419002789,0.0,5625,1,44648.0,1674300.0,150.0,149.41218156495808,4.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
42069.0,NonResidential,Small- and Mid-Sized Office,2101 N 34TH ST,LAKE UNION,47.64779,-122.33352,Office,Office,26263.0,Parking,11745.0,64.0,0.0,479094.0938,0.0,11.4,2.517696472610991,26262.973737026266,0.0,529,0,26263.0,604049.0,23.0,162.0586313653179,1.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
131.0,NonResidential,Other,1208 NE 64th st,NORTHEAST,47.67524,-122.31534,Other,Other,49000.0,Parking,11745.0,73.0,0.0,1863315.125,0.0,44.32,3.8137484361598055,14130.246467438383,0.0,5625,1,226084.0,4239075.0,300.0,237.7414562082095,16.0,4.011790676637696,1.2673379379504515,4.282175547469136,1.3053288873026805
123.65,NonResidential,Self-Storage Facility,11 Vine Street,DOWNTOWN,47.61351,-122.35129,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,73.0,0.0,439691.9063,6584.0,45.43,3.8379458020318302,23528.65882378039,0.0,11025,1,211758.0,7411530.0,315.0,265.68025895801895,9.0,4.33905242153749,1.3718571608439065,2.7568626089865815,1.033288695351429
49701.7,NonResidential,Small- and Mid-Sized Office,700 Dearborn Place South,DOWNTOWN,47.59666,-122.31253,Office,Office,47000.0,Parking,11745.0,67.0,0.0,716470.875,575.3199463,20.1,3.0492730404820207,20887.32637089121,0.23920398327153292,49,0,187986.0,438634.0,21.0,250.3237903196578,9.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
216.0,SPS-District K-12,K-12 School,8815 Seward Park Ave S.,SOUTHEAST,47.537451,-122.2884125,K-12 School,K-12 School,184125.0,Parking,11745.0,86.0,0.0,879209.3125,58004.30078,328.97,5.799001741237135,92062.45396877301,0.0,3136,1,368250.0,10311000.0,112.0,429.09789092933096,4.0,3.8364002036202964,1.1819283182974878,4.017308587795052,1.0064545144201091
20160.0,NonResidential,Residence Hall,4510 22nd Ave NE,NORTHEAST,47.66159,-122.30441,Residence Hall/Dormitory,Residence Hall/Dormitory,20960.0,Parking,11745.0,73.0,0.0,96365.70313,11715.09961,64.51,4.182202802743785,7012.730995756335,0.0,7396,1,63114.600000000006,1809285.2,258.0,145.04551009941673,9.0,4.011790676637696,1.2673379379504515,4.119649028487958,1.2451946653722543
20052.0,NonResidential,Retail Store,4629 26th Avenue NE,NORTHEAST,47.66246,-122.29898,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,73.0,0.0,1264044.375,3312.580322,47.66,3.884857337355376,63152.93684706316,0.0,361,0,63153.0,1199907.0,19.0,251.30260643296162,1.0,4.011790676637696,1.2673379379504515,3.744426120780442,1.2589650944883464
20979.0,NonResidential,Small- and Mid-Sized Office,5506 6th Ave S.,GREATER DUWAMISH,47.55316,-122.32616,"Non-Refrigerated Warehouse, Office",Office,31800.0,Non-Refrigerated Warehouse,8200.0,69.0,0.0,431393.4063,0.0,10.26,2.421256622711544,20014.489992755003,0.0,1156,0,80058.0,1360986.0,68.0,200.07248686413632,4.0,3.5021939623231493,1.2671561408877454,3.297269669658814,0.9073490338149458
28025.0,Nonresidential COS,Warehouse,1010 8th Ave S,GREATER DUWAMISH,47.59393,-122.32211,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14317.0,Office,7286.0,14.0,0.0,248454.4063,11396.08008,66.43,4.2110900227464905,11028.994485502757,0.0,2401,0,44116.0,1080842.0,98.0,148.51935900750448,4.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
21520.0,NonResidential,Small- and Mid-Sized Office,1910 Fairview,LAKE UNION,47.63616,-122.32718,"Office, Parking",Office,57972.0,Parking,583.3999999999996,68.0,0.0,952872.1875,3493.709961,41.22,3.742894042420175,10892.997821400435,0.17635178554711556,2704,1,272325.0,2832180.0,260.0,233.37737679560973,25.0,4.1935172859006355,1.3505221170910435,3.297269669658814,0.9073490338149458
267.0,NonResidential,Hotel,721 Pine St,DOWNTOWN,47.61275,-122.3333,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,339005.65000000026,Parking,95742.6500000001,73.0,0.0,6551398.275000007,65448.83886650005,564.2850000000001,6.337327980655664,399874.65012535086,0.0,289,0,399875.050000001,6797875.850000016,17.0,632.3567426698327,1.0,4.33905242153749,1.3718571608439065,5.200314767144004,1.0251480911591004
426.0,NonResidential,Small- and Mid-Sized Office,2200 Alaskan Way,DOWNTOWN,47.61116,-122.34748,"Office, Other",Office,70090.0,Other,1672.0,72.0,0.0,1333496.75,0.0,31.72,3.487986511734546,21874.994531251366,0.1999999999977143,289,0,350000.0,1487500.0,68.0,295.8039891549808,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
40034.0,NonResidential,Small- and Mid-Sized Office,6200 NE 74th ST,NORTHEAST,47.68254,-122.2884125,Office,Office,31845.0,Office,31845.0,32.0,0.0,409903.5,25486.18555,145.11,4.984359762683993,21930.978069021934,0.0,3136,1,21931.0,1228136.0,56.0,148.09118812407442,1.0,4.011790676637696,1.2673379379504515,3.297269669658814,0.9073490338149458
24083.0,NonResidential,Warehouse,1024-1048 6th Ave S,GREATER DUWAMISH,47.59294,-122.32555,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52325.0,Parking,11745.0,67.0,0.0,158390.7031,2685.389893,18.03,2.946016681308058,52324.94767505233,0.0,6241,1,52325.0,4133675.0,79.0,228.74658467395747,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
497.0,NonResidential,Warehouse,2964 Sw Avalon Way,SOUTHWEST,47.56885,-122.37121,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,Parking,11745.0,83.0,0.0,225380.0,3215.0,22.44,3.154443964708812,24618.74384531404,0.0,361,0,393900.0,1871025.0,76.0,313.8072656902641,16.0,4.034133919996902,1.2680730037486931,3.105404464515096,1.1998106393931918
779.0,NonResidential,Large Office,500 5TH AVE,DOWNTOWN,47.6029,-122.32927,Office,Office,204993.0,Parking,11745.0,79.0,845964.4437500031,3289861.75,0.0,390.67,5.970419648512232,24984.108335099078,0.0,2025,0,2023713.0,10118565.0,405.0,474.19088983235434,81.0,4.33905242153749,1.3718571608439065,4.929536101732507,0.8692448643013228
19926.0,NonResidential,Small- and Mid-Sized Office,2300 7th Avenue,DOWNTOWN,47.61768,-122.34139,"Office, Parking, Retail Store",Office,14317.0,Retail Store,9435.0,73.0,0.0,167367.4063,4960.959961,30.33,3.4445761049641,23751.976248023755,0.0,2601,1,23752.0,1211352.0,51.0,154.11683879446787,1.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
36587.0,NonResidential,Other,1700 23rd Ave,CENTRAL,47.61674,-122.30207,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,45000.0,Swimming Pool,583.3999999999996,73.0,0.0,308219.1875,24538.52734,137.66,4.9320248935143445,44999.955000045,0.0,625,0,45000.0,1125000.0,25.0,212.13203435596427,1.0,3.835734022555626,1.1782890369252899,4.282175547469136,1.3053288873026805
25660.0,NonResidential,Small- and Mid-Sized Office,117 S. Main,DOWNTOWN,47.59979,-122.33339,Office,Office,27838.0,Parking,11745.0,77.0,0.0,356831.5,0.0,8.49,2.2502386126218363,6959.498260125435,0.0,12100,1,111352.0,3062180.0,440.0,166.84723551800312,16.0,4.33905242153749,1.3718571608439065,3.297269669658814,0.9073490338149458
23964.0,NonResidential,Warehouse,2520 Airport Way S,GREATER DUWAMISH,47.58032,-122.32083,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19224.0,Office,1500.0,73.0,0.0,88948.0,15285.40918,83.3,4.4343818650078095,21038.178961821042,0.0,4356,1,21038.2,1388521.2,66.0,145.04551009941673,1.0,3.5021939623231493,1.2671561408877454,3.105404464515096,1.1998106393931918
49701.7,Nonresidential COS,Other,6920 34th Ave SW,DELRIDGE NEIGHBORHOODS,47.54067,-122.37441,Other - Recreation,Other - Recreation,18261.0,Parking,11745.0,73.0,0.0,185334.7031,2997.199951,20.33,3.0601145324832597,21038.178961821042,0.0,1156,0,21038.2,715298.8,34.0,145.04551009941673,1.0,3.0601145324832597,3.9678656666449177,4.282175547469136,1.3053288873026805
20325.0,Campus,K-12 School,8000 25th Ave NE,NORTHEAST,47.687,-122.30013,K-12 School,K-12 School,96154.0,Parking,11745.0,44.0,0.0,969429.1875,33814.91016,202.65,5.316402834094422,7166.664277778574,0.0,729,0,64500.0,580500.0,81.0,146.6287829861518,9.0,4.011790676637696,1.2673379379504515,4.017308587795052,1.0064545144201091
625.0,NonResidential,Large Office,2200 1st Avenue South,GREATER DUWAMISH,47.58361,-122.33369,Office,Office,104869.0,Parking,11745.0,80.0,0.0,1282135.25,0.0,30.5,3.449987545831587,32249.991937502014,0.1999999999984496,12100,1,516000.0,14190000.0,440.0,359.1656999213594,16.0,3.5021939623231493,1.2671561408877454,4.929536101732507,0.8692448643013228
534.0,NonResidential,Warehouse,1300 W. Nickerson Street,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106041.0,Parking,11745.0,94.0,0.0,216689.0,3845.999756,25.58,3.2801590532850997,26510.243372439156,0.0,361,0,424164.0,2014779.0,76.0,325.63937108402604,16.0,3.935323358003718,1.285361666288839,3.105404464515096,1.1998106393931918
